Sales Person,Country,Product,Date,Amount,Boxes Shipped,Sales_Category
Rafaelita Blaksland,Canada,Fruit & Nut Bars,24/08/2024,570.58,191,Low
Ches Bonnell,UK,Choco Coated Almonds,07/06/2024,2012.27,259,Low
Gunar Cockshoot,Canada,Almond Choco,28/07/2024,1469.24,29,Low
Husein Augar,USA,99% Dark & Pure,21/02/2024,10020.18,113,High
Dennison Crosswaite,Canada,Mint Chip Choco,08/04/2024,1914.65,304,Low
Brien Boise,UK,Manuka Honey Choco,28/06/2024,73.91,101,Low
Van Tuxwell,UK,Baker's Choco Chips,24/03/2024,2794.33,21,Low
Barr Faughny,Australia,Caramel Stuffed Bars,29/07/2024,3192.06,54,Low
Dennison Crosswaite,USA,Eclairs,25/05/2024,2447.37,98,Low
Gigi Bohling,Australia,Raspberry Choco,30/03/2024,7696.46,313,High
Dennison Crosswaite,USA,Organic Choco Syrup,18/07/2024,14731.55,132,High
Beverie Moffet,Canada,Orange Choco,10/05/2024,9321.64,111,High
Mallorie Waber,Australia,Choco Coated Almonds,18/03/2024,18473.63,88,High
Ches Bonnell,India,Caramel Stuffed Bars,15/06/2024,7437.55,54,High
Van Tuxwell,Canada,50% Dark Bites,12/05/2024,14581.33,58,High
Kelci Walkden,New Zealand,Baker's Choco Chips,23/06/2024,3389.96,115,Low
Beverie Moffet,India,Spicy Special Slims,21/04/2024,3968.38,182,Low
Gigi Bohling,Australia,Almond Choco,17/08/2024,1084.26,120,Low
Rafaelita Blaksland,New Zealand,Eclairs,07/02/2024,20690.2,51,High
Kelci Walkden,Canada,Smooth Sliky Salty,17/03/2024,8929.57,121,High
Jan Morforth,India,Baker's Choco Chips,01/08/2024,15497.27,85,High
Jehu Rudeforth,Australia,Milk Bars,18/03/2024,9172.13,30,High
Gigi Bohling,Canada,Fruit & Nut Bars,14/06/2024,6093.61,104,High
Beverie Moffet,UK,Eclairs,22/04/2024,9144.79,156,High
Marney O'Breen,New Zealand,Eclairs,18/01/2024,5902.91,31,High
Husein Augar,Australia,99% Dark & Pure,26/08/2024,3277.47,131,Low
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10/06/2024,9759.53,424,High
Curtice Advani,Canada,70% Dark Bites,31/01/2024,2504.9,7,Low
Kelci Walkden,New Zealand,Manuka Honey Choco,08/04/2024,1527.99,107,Low
Dotty Strutley,Australia,Baker's Choco Chips,07/06/2024,3767.49,65,Low
Barr Faughny,Australia,85% Dark Bars,10/02/2024,9452.18,42,High
Beverie Moffet,Australia,50% Dark Bites,16/05/2024,764.63,441,Low
Gunar Cockshoot,India,Baker's Choco Chips,18/03/2024,2432.75,535,Low
Van Tuxwell,Australia,50% Dark Bites,13/07/2024,779.04,134,Low
Oby Sorrel,USA,Manuka Honey Choco,25/07/2024,5050.53,85,High
Van Tuxwell,Canada,Choco Coated Almonds,19/08/2024,2727.35,293,Low
Karlen McCaffrey,Canada,70% Dark Bites,24/06/2024,9089.21,602,High
Kelci Walkden,Canada,Fruit & Nut Bars,20/06/2024,881.49,152,Low
Camilla Castle,India,99% Dark & Pure,02/08/2024,227.55,225,Low
Madelene Upcott,New Zealand,70% Dark Bites,22/02/2024,14193.58,102,High
Mallorie Waber,New Zealand,Orange Choco,01/02/2024,7459.88,23,High
Jan Morforth,Canada,70% Dark Bites,14/02/2024,6578.55,312,High
Kelci Walkden,Australia,Milk Bars,24/02/2024,8975.44,137,High
Dennison Crosswaite,India,Orange Choco,18/03/2024,852.29,123,Low
Husein Augar,UK,Eclairs,30/08/2024,1955.2,250,Low
Gigi Bohling,USA,Peanut Butter Cubes,09/05/2024,323.29,72,Low
Wilone O'Kielt,USA,Smooth Sliky Salty,18/01/2024,542.39,86,Low
Curtice Advani,India,White Choc,04/07/2024,7666.62,347,High
Oby Sorrel,New Zealand,Spicy Special Slims,03/06/2024,1826.32,13,Low
Beverie Moffet,New Zealand,Peanut Butter Cubes,23/02/2024,11510.68,30,High
Dotty Strutley,New Zealand,99% Dark & Pure,09/05/2024,12263.85,223,High
Kelci Walkden,India,70% Dark Bites,06/06/2024,3878.6,108,Low
Kelci Walkden,India,Drinking Coco,04/07/2024,8328.52,238,High
Brien Boise,New Zealand,Drinking Coco,06/06/2024,1666.46,98,Low
Dotty Strutley,Australia,Almond Choco,13/05/2024,1754.11,95,Low
Wilone O'Kielt,New Zealand,Organic Choco Syrup,31/01/2024,2390.7,274,Low
Ches Bonnell,New Zealand,Caramel Stuffed Bars,30/06/2024,8546.72,41,High
Barr Faughny,Canada,Manuka Honey Choco,25/08/2024,4115.57,274,Low
Gigi Bohling,New Zealand,Smooth Sliky Salty,10/01/2024,787.38,95,Low
Brien Boise,USA,Manuka Honey Choco,22/08/2024,2095.78,8,Low
Roddy Speechley,New Zealand,85% Dark Bars,14/04/2024,5220.8,267,High
Oby Sorrel,UK,Smooth Sliky Salty,31/05/2024,11264.45,340,High
Oby Sorrel,UK,Raspberry Choco,08/04/2024,5477.33,341,High
Roddy Speechley,USA,Drinking Coco,21/02/2024,3389.0,160,Low
Andria Kimpton,Australia,Manuka Honey Choco,30/03/2024,11559.52,413,High
Mallorie Waber,India,Raspberry Choco,02/03/2024,1676.82,2,Low
Jehu Rudeforth,USA,Orange Choco,28/07/2024,437.48,174,Low
Kaine Padly,New Zealand,70% Dark Bites,24/03/2024,8487.63,40,High
Curtice Advani,Australia,After Nines,11/08/2024,71.99,101,Low
Husein Augar,UK,Almond Choco,17/05/2024,9863.62,167,High
Kaine Padly,Canada,Choco Coated Almonds,18/05/2024,3468.53,166,Low
Roddy Speechley,UK,Peanut Butter Cubes,17/08/2024,6770.35,173,High
Ches Bonnell,New Zealand,Eclairs,04/04/2024,564.14,50,Low
Brien Boise,India,85% Dark Bars,09/08/2024,21044.07,210,High
Brien Boise,New Zealand,Organic Choco Syrup,17/01/2024,677.38,327,Low
Andria Kimpton,Canada,White Choc,14/02/2024,4368.01,29,Low
Gigi Bohling,New Zealand,Orange Choco,16/05/2024,9866.2,306,High
Ches Bonnell,Canada,Smooth Sliky Salty,16/03/2024,10723.86,125,High
Husein Augar,Canada,70% Dark Bites,31/01/2024,5443.42,284,High
Barr Faughny,Canada,Organic Choco Syrup,10/03/2024,1312.35,200,Low
Oby Sorrel,UK,Organic Choco Syrup,30/06/2024,8471.68,162,High
Van Tuxwell,New Zealand,Eclairs,01/03/2024,5774.6,178,High
Mallorie Waber,UK,Drinking Coco,27/05/2024,3780.02,97,Low
Oby Sorrel,UK,Milk Bars,11/07/2024,6831.03,243,High
Karlen McCaffrey,New Zealand,Mint Chip Choco,02/03/2024,4834.51,63,Low
Jehu Rudeforth,USA,Raspberry Choco,04/03/2024,8119.65,143,High
Kelci Walkden,UK,85% Dark Bars,23/06/2024,4811.88,242,Low
Kelci Walkden,USA,Almond Choco,27/01/2024,5930.01,252,High
Marney O'Breen,Canada,Orange Choco,14/01/2024,3040.05,426,Low
Dennison Crosswaite,India,Fruit & Nut Bars,29/07/2024,1126.87,23,Low
Brien Boise,Canada,Smooth Sliky Salty,13/05/2024,6051.65,490,High
Barr Faughny,Canada,Baker's Choco Chips,03/02/2024,12279.35,162,High
Brien Boise,India,Smooth Sliky Salty,27/05/2024,7091.66,28,High
Jan Morforth,Australia,Drinking Coco,18/02/2024,3160.97,25,Low
Brien Boise,India,Spicy Special Slims,28/01/2024,1408.28,35,Low
Van Tuxwell,UK,Eclairs,29/06/2024,5776.61,114,High
Wilone O'Kielt,India,Caramel Stuffed Bars,13/01/2024,4890.59,274,Low
Jehu Rudeforth,UK,After Nines,27/06/2024,2048.13,172,Low
Barr Faughny,Canada,White Choc,29/03/2024,4590.46,1,Low
Gunar Cockshoot,India,Organic Choco Syrup,03/06/2024,8665.99,162,High
Mallorie Waber,Canada,Smooth Sliky Salty,21/03/2024,2202.46,97,Low
Mallorie Waber,India,Eclairs,12/04/2024,11720.11,48,High
Rafaelita Blaksland,Australia,Raspberry Choco,19/01/2024,7884.86,266,High
Karlen McCaffrey,UK,50% Dark Bites,06/04/2024,3857.88,303,Low
Kaine Padly,Australia,50% Dark Bites,02/08/2024,10123.96,84,High
Gigi Bohling,Australia,Eclairs,12/04/2024,8170.88,137,High
Oby Sorrel,India,Drinking Coco,21/07/2024,19390.61,141,High
Van Tuxwell,New Zealand,Baker's Choco Chips,22/03/2024,10197.43,24,High
Husein Augar,India,Peanut Butter Cubes,09/05/2024,5188.18,5,High
Andria Kimpton,Australia,Baker's Choco Chips,09/08/2024,350.27,117,Low
Madelene Upcott,Canada,Choco Coated Almonds,20/07/2024,3766.32,300,Low
Brien Boise,India,70% Dark Bites,14/04/2024,4888.37,435,Low
Jehu Rudeforth,Canada,White Choc,25/01/2024,5230.36,142,High
Andria Kimpton,Australia,Almond Choco,25/04/2024,3790.18,168,Low
Dotty Strutley,Canada,After Nines,17/01/2024,302.18,233,Low
Karlen McCaffrey,USA,Eclairs,15/08/2024,1017.17,123,Low
Karlen McCaffrey,Canada,Fruit & Nut Bars,02/06/2024,241.36,17,Low
Gunar Cockshoot,USA,85% Dark Bars,30/06/2024,8347.3,138,High
Dotty Strutley,New Zealand,Raspberry Choco,10/02/2024,6291.74,88,High
Marney O'Breen,Canada,Caramel Stuffed Bars,23/02/2024,1543.77,674,Low
Dennison Crosswaite,India,Organic Choco Syrup,27/01/2024,9744.5,225,High
Camilla Castle,UK,Mint Chip Choco,26/05/2024,5414.75,325,High
Brien Boise,USA,70% Dark Bites,14/04/2024,1898.07,22,Low
Madelene Upcott,Australia,99% Dark & Pure,01/08/2024,4911.08,163,Low
Mallorie Waber,Australia,Eclairs,22/08/2024,11293.17,219,High
Marney O'Breen,India,99% Dark & Pure,22/07/2024,12398.37,161,High
Husein Augar,USA,Fruit & Nut Bars,28/04/2024,1508.57,28,Low
Kelci Walkden,Australia,Almond Choco,30/05/2024,5869.09,354,High
Ches Bonnell,USA,Milk Bars,21/07/2024,2770.47,159,Low
Jan Morforth,UK,Caramel Stuffed Bars,02/08/2024,3541.73,494,Low
Brien Boise,New Zealand,70% Dark Bites,15/06/2024,7624.41,139,High
Oby Sorrel,India,85% Dark Bars,05/07/2024,9928.42,130,High
Kaine Padly,New Zealand,Smooth Sliky Salty,12/04/2024,7.67,548,Low
Gigi Bohling,Australia,70% Dark Bites,18/08/2024,1624.86,103,Low
Jan Morforth,UK,50% Dark Bites,12/01/2024,6301.56,287,High
Gunar Cockshoot,Canada,White Choc,11/08/2024,8578.4,15,High
Jehu Rudeforth,Australia,Spicy Special Slims,13/01/2024,5573.57,372,High
Husein Augar,UK,Baker's Choco Chips,29/04/2024,3465.68,133,Low
Rafaelita Blaksland,New Zealand,After Nines,07/07/2024,1245.91,90,Low
Madelene Upcott,New Zealand,Mint Chip Choco,11/03/2024,8888.61,4,High
Madelene Upcott,UK,70% Dark Bites,16/02/2024,5931.82,243,High
Barr Faughny,Australia,Organic Choco Syrup,07/01/2024,2620.66,34,Low
Beverie Moffet,New Zealand,Drinking Coco,12/01/2024,1284.37,560,Low
Beverie Moffet,India,Eclairs,09/06/2024,11033.61,155,High
Andria Kimpton,India,Eclairs,16/05/2024,2413.05,82,Low
Gigi Bohling,UK,85% Dark Bars,23/06/2024,13136.08,90,High
Roddy Speechley,UK,Raspberry Choco,28/01/2024,14297.82,211,High
Dotty Strutley,UK,Mint Chip Choco,14/07/2024,2837.65,212,Low
Barr Faughny,Canada,Drinking Coco,18/04/2024,7496.03,259,High
Oby Sorrel,USA,Milk Bars,14/06/2024,1815.29,79,Low
Oby Sorrel,UK,Orange Choco,15/04/2024,8250.03,228,High
Curtice Advani,Canada,Peanut Butter Cubes,19/05/2024,5605.82,64,High
Gigi Bohling,India,White Choc,13/04/2024,1563.39,179,Low
Husein Augar,Canada,Choco Coated Almonds,15/08/2024,3997.02,411,Low
Wilone O'Kielt,India,Choco Coated Almonds,22/08/2024,3284.22,230,Low
Wilone O'Kielt,New Zealand,Baker's Choco Chips,22/04/2024,4609.67,58,Low
Kaine Padly,UK,Choco Coated Almonds,03/08/2024,9412.06,123,High
Dennison Crosswaite,New Zealand,Organic Choco Syrup,04/01/2024,427.36,249,Low
Kelci Walkden,Canada,After Nines,13/01/2024,19449.02,204,High
Van Tuxwell,Australia,Baker's Choco Chips,11/05/2024,14122.44,32,High
Husein Augar,New Zealand,Peanut Butter Cubes,16/02/2024,2257.14,231,Low
Kaine Padly,UK,Caramel Stuffed Bars,20/05/2024,11334.21,72,High
Jehu Rudeforth,UK,Drinking Coco,03/02/2024,7865.93,436,High
Beverie Moffet,India,Manuka Honey Choco,06/05/2024,11462.32,172,High
Gunar Cockshoot,UK,Choco Coated Almonds,30/06/2024,6154.53,132,High
Gunar Cockshoot,UK,Smooth Sliky Salty,22/03/2024,867.5,143,Low
Camilla Castle,Canada,Orange Choco,17/02/2024,9056.1,58,High
Jehu Rudeforth,UK,85% Dark Bars,07/07/2024,6569.4,66,High
Oby Sorrel,UK,70% Dark Bites,16/03/2024,7431.0,180,High
Kelci Walkden,UK,99% Dark & Pure,12/08/2024,3672.65,124,Low
Gigi Bohling,New Zealand,After Nines,21/01/2024,6464.8,189,High
Oby Sorrel,Australia,50% Dark Bites,06/05/2024,813.58,163,Low
Oby Sorrel,Canada,50% Dark Bites,24/06/2024,7301.81,134,High
Barr Faughny,USA,White Choc,05/05/2024,8523.42,171,High
Rafaelita Blaksland,New Zealand,99% Dark & Pure,25/03/2024,3822.64,85,Low
Curtice Advani,Australia,Caramel Stuffed Bars,14/02/2024,10219.39,139,High
Curtice Advani,New Zealand,85% Dark Bars,12/05/2024,5798.43,206,High
Barr Faughny,New Zealand,Smooth Sliky Salty,25/01/2024,4487.01,184,Low
Ches Bonnell,UK,85% Dark Bars,28/06/2024,17237.67,13,High
Dennison Crosswaite,Australia,Drinking Coco,13/07/2024,7497.22,184,High
Roddy Speechley,USA,Milk Bars,16/05/2024,3034.06,245,Low
Jan Morforth,India,After Nines,14/03/2024,6795.06,177,High
Gunar Cockshoot,USA,After Nines,15/08/2024,4273.09,280,Low
Ches Bonnell,India,Orange Choco,16/02/2024,1412.6,278,Low
Mallorie Waber,UK,Manuka Honey Choco,15/06/2024,9852.89,43,High
Barr Faughny,Australia,Raspberry Choco,27/05/2024,10744.23,105,High
Wilone O'Kielt,USA,Drinking Coco,14/06/2024,1213.63,101,Low
Wilone O'Kielt,India,Eclairs,25/02/2024,4263.93,80,Low
Wilone O'Kielt,India,After Nines,04/08/2024,13808.46,270,High
Kelci Walkden,India,99% Dark & Pure,28/06/2024,2411.93,248,Low
Gunar Cockshoot,Canada,Spicy Special Slims,05/04/2024,14603.41,12,High
Madelene Upcott,Canada,Peanut Butter Cubes,05/07/2024,17813.77,120,High
Kaine Padly,New Zealand,Eclairs,20/01/2024,14346.28,48,High
Ches Bonnell,New Zealand,Drinking Coco,16/02/2024,10009.51,144,High
Curtice Advani,UK,Drinking Coco,12/07/2024,494.27,186,Low
Kelci Walkden,India,Raspberry Choco,16/06/2024,9118.67,253,High
Dotty Strutley,Australia,Choco Coated Almonds,13/04/2024,1751.26,293,Low
Kaine Padly,UK,50% Dark Bites,21/02/2024,3402.47,69,Low
Roddy Speechley,Canada,Choco Coated Almonds,11/05/2024,6841.28,237,High
Ches Bonnell,India,50% Dark Bites,15/04/2024,12584.46,328,High
Oby Sorrel,Canada,Peanut Butter Cubes,07/06/2024,14291.3,179,High
Oby Sorrel,UK,White Choc,27/06/2024,1998.41,303,Low
Barr Faughny,India,After Nines,29/07/2024,9558.06,117,High
Wilone O'Kielt,Canada,Smooth Sliky Salty,02/06/2024,5594.84,174,High
Rafaelita Blaksland,India,Mint Chip Choco,26/01/2024,16520.75,84,High
Rafaelita Blaksland,Canada,99% Dark & Pure,02/03/2024,5545.62,139,High
Van Tuxwell,Australia,70% Dark Bites,10/01/2024,8260.58,108,High
Beverie Moffet,USA,70% Dark Bites,27/06/2024,2636.16,110,Low
Barr Faughny,Canada,Orange Choco,30/06/2024,8285.38,18,High
Roddy Speechley,Australia,85% Dark Bars,08/07/2024,4590.0,78,Low
Oby Sorrel,India,Spicy Special Slims,08/06/2024,13189.14,95,High
Jan Morforth,UK,Manuka Honey Choco,18/08/2024,3768.3,212,Low
Kaine Padly,Australia,After Nines,08/04/2024,7962.71,293,High
Wilone O'Kielt,Canada,Fruit & Nut Bars,08/08/2024,3665.13,191,Low
Wilone O'Kielt,UK,Milk Bars,26/08/2024,334.81,66,Low
Oby Sorrel,Canada,Fruit & Nut Bars,14/01/2024,2187.5,159,Low
Dennison Crosswaite,USA,Baker's Choco Chips,11/08/2024,18481.73,295,High
Madelene Upcott,USA,Almond Choco,31/05/2024,11863.69,24,High
Van Tuxwell,New Zealand,50% Dark Bites,11/07/2024,4332.41,10,Low
Karlen McCaffrey,Canada,Caramel Stuffed Bars,02/03/2024,3653.33,327,Low
Madelene Upcott,Australia,Raspberry Choco,13/07/2024,7023.94,89,High
Rafaelita Blaksland,UK,Spicy Special Slims,03/08/2024,10001.95,132,High
Curtice Advani,UK,Peanut Butter Cubes,01/03/2024,16460.65,171,High
Kelci Walkden,New Zealand,White Choc,13/04/2024,8575.27,165,High
Beverie Moffet,Canada,Fruit & Nut Bars,14/02/2024,12191.42,177,High
Mallorie Waber,India,White Choc,26/07/2024,969.15,233,Low
Brien Boise,UK,Drinking Coco,27/01/2024,6498.96,143,High
Jehu Rudeforth,India,Peanut Butter Cubes,14/04/2024,33.68,487,Low
Oby Sorrel,USA,Almond Choco,19/05/2024,7640.61,154,High
Husein Augar,India,Eclairs,09/02/2024,5596.93,62,High
Brien Boise,UK,Spicy Special Slims,25/05/2024,2639.55,59,Low
Oby Sorrel,Australia,Manuka Honey Choco,26/01/2024,4626.87,78,Low
Beverie Moffet,India,White Choc,04/07/2024,1900.09,297,Low
Ches Bonnell,India,Almond Choco,13/04/2024,13315.47,72,High
Gigi Bohling,Australia,Smooth Sliky Salty,25/01/2024,6359.09,121,High
Camilla Castle,USA,85% Dark Bars,25/04/2024,2644.65,83,Low
Camilla Castle,USA,Eclairs,10/06/2024,4879.55,427,Low
Madelene Upcott,New Zealand,White Choc,22/08/2024,11572.5,51,High
Van Tuxwell,India,After Nines,27/06/2024,15626.93,225,High
Husein Augar,India,Orange Choco,30/06/2024,4781.14,38,Low
Jehu Rudeforth,India,Almond Choco,30/08/2024,11793.4,101,High
Karlen McCaffrey,Australia,Raspberry Choco,23/08/2024,1061.03,58,Low
Camilla Castle,New Zealand,99% Dark & Pure,26/08/2024,2499.92,44,Low
Gigi Bohling,Australia,Orange Choco,09/03/2024,676.29,158,Low
Kelci Walkden,UK,Drinking Coco,20/04/2024,1886.06,23,Low
Mallorie Waber,Canada,Caramel Stuffed Bars,10/06/2024,5093.92,524,High
Husein Augar,Australia,Organic Choco Syrup,08/02/2024,1018.8,157,Low
Brien Boise,Australia,White Choc,25/08/2024,5616.77,23,High
Dotty Strutley,India,Peanut Butter Cubes,16/02/2024,10461.82,78,High
Dennison Crosswaite,UK,99% Dark & Pure,30/05/2024,12841.79,26,High
Gigi Bohling,New Zealand,50% Dark Bites,29/06/2024,6723.42,67,High
Gigi Bohling,USA,Milk Bars,16/06/2024,521.35,127,Low
Brien Boise,UK,Caramel Stuffed Bars,04/03/2024,3106.11,159,Low
Curtice Advani,New Zealand,Peanut Butter Cubes,15/03/2024,1684.28,419,Low
Curtice Advani,New Zealand,50% Dark Bites,27/01/2024,11226.14,84,High
Beverie Moffet,Canada,Drinking Coco,05/07/2024,1172.53,124,Low
Barr Faughny,USA,Caramel Stuffed Bars,29/03/2024,3917.13,287,Low
Mallorie Waber,Canada,Almond Choco,12/05/2024,4871.07,33,Low
Oby Sorrel,USA,Drinking Coco,11/03/2024,9306.64,48,High
Brien Boise,New Zealand,Eclairs,11/07/2024,5270.33,323,High
Gunar Cockshoot,New Zealand,Choco Coated Almonds,01/08/2024,14722.35,61,High
Gunar Cockshoot,UK,Spicy Special Slims,16/02/2024,13444.87,197,High
Curtice Advani,USA,After Nines,13/04/2024,14885.97,248,High
Oby Sorrel,India,Choco Coated Almonds,14/02/2024,53.31,371,Low
Ches Bonnell,Australia,Peanut Butter Cubes,14/03/2024,11767.94,68,High
Oby Sorrel,Australia,Spicy Special Slims,26/04/2024,12897.53,25,High
Jehu Rudeforth,Canada,Manuka Honey Choco,05/04/2024,3867.62,214,Low
Camilla Castle,Canada,Drinking Coco,03/03/2024,13524.05,253,High
Kaine Padly,USA,Spicy Special Slims,13/06/2024,2319.1,189,Low
Marney O'Breen,New Zealand,70% Dark Bites,14/02/2024,9036.58,377,High
Roddy Speechley,New Zealand,99% Dark & Pure,18/04/2024,8905.53,201,High
Oby Sorrel,New Zealand,85% Dark Bars,01/02/2024,4040.65,423,Low
Dotty Strutley,New Zealand,Orange Choco,04/08/2024,2204.17,145,Low
Andria Kimpton,New Zealand,Almond Choco,05/04/2024,7037.21,172,High
Karlen McCaffrey,Australia,99% Dark & Pure,26/01/2024,12285.41,175,High
Kaine Padly,UK,After Nines,21/01/2024,21812.86,183,High
Kaine Padly,Canada,After Nines,22/08/2024,6707.97,187,High
Kaine Padly,UK,Drinking Coco,27/01/2024,2513.58,226,Low
Rafaelita Blaksland,UK,50% Dark Bites,16/02/2024,11491.21,71,High
Dotty Strutley,USA,Raspberry Choco,03/01/2024,3762.58,49,Low
Karlen McCaffrey,USA,White Choc,24/08/2024,5158.01,2,High
Oby Sorrel,USA,Spicy Special Slims,07/02/2024,6660.69,418,High
Mallorie Waber,Australia,Smooth Sliky Salty,11/02/2024,4786.05,107,Low
Kaine Padly,Canada,Organic Choco Syrup,29/03/2024,6797.67,82,High
Marney O'Breen,USA,Peanut Butter Cubes,15/06/2024,782.24,348,Low
Dennison Crosswaite,UK,Smooth Sliky Salty,26/04/2024,653.1,136,Low
Brien Boise,Australia,Organic Choco Syrup,15/07/2024,4768.88,281,Low
Beverie Moffet,India,Organic Choco Syrup,23/06/2024,1123.57,19,Low
Dennison Crosswaite,Australia,Baker's Choco Chips,11/01/2024,16435.38,425,High
Beverie Moffet,UK,50% Dark Bites,09/02/2024,2922.18,289,Low
Van Tuxwell,UK,Almond Choco,06/06/2024,12123.84,222,High
Dotty Strutley,UK,Caramel Stuffed Bars,10/08/2024,6448.87,244,High
Wilone O'Kielt,Australia,Smooth Sliky Salty,04/01/2024,2587.61,44,Low
Andria Kimpton,Canada,70% Dark Bites,08/04/2024,12109.0,16,High
Barr Faughny,UK,Milk Bars,02/03/2024,4482.33,467,Low
Van Tuxwell,Canada,Drinking Coco,15/06/2024,5294.88,679,High
Jehu Rudeforth,Australia,After Nines,14/02/2024,5512.57,46,High
Husein Augar,UK,After Nines,05/07/2024,3707.27,392,Low
Barr Faughny,India,Mint Chip Choco,12/01/2024,7899.01,461,High
Curtice Advani,India,Mint Chip Choco,03/03/2024,9813.42,100,High
Jehu Rudeforth,New Zealand,Milk Bars,18/05/2024,2845.74,197,Low
Gunar Cockshoot,India,Caramel Stuffed Bars,28/07/2024,2941.72,220,Low
Curtice Advani,UK,Manuka Honey Choco,07/02/2024,1969.62,114,Low
Andria Kimpton,India,Orange Choco,30/05/2024,339.64,452,Low
Mallorie Waber,Australia,Raspberry Choco,25/04/2024,8818.17,29,High
Beverie Moffet,Canada,85% Dark Bars,16/02/2024,6829.86,46,High
Kelci Walkden,Australia,Drinking Coco,04/05/2024,1370.19,58,Low
Van Tuxwell,Canada,70% Dark Bites,02/06/2024,7731.47,77,High
Dennison Crosswaite,USA,Caramel Stuffed Bars,11/07/2024,2757.16,463,Low
Beverie Moffet,New Zealand,Spicy Special Slims,07/06/2024,70.19,63,Low
Jan Morforth,UK,Almond Choco,06/07/2024,10817.45,151,High
Husein Augar,India,Raspberry Choco,15/06/2024,11595.41,153,High
Dotty Strutley,India,Mint Chip Choco,14/04/2024,1375.22,231,Low
Camilla Castle,India,Drinking Coco,08/08/2024,503.52,167,Low
Marney O'Breen,UK,Drinking Coco,29/03/2024,1135.16,27,Low
Roddy Speechley,Australia,Organic Choco Syrup,04/07/2024,4375.45,79,Low
Ches Bonnell,India,99% Dark & Pure,16/02/2024,536.74,102,Low
Rafaelita Blaksland,Canada,Spicy Special Slims,02/05/2024,2702.08,164,Low
Van Tuxwell,India,Eclairs,21/07/2024,11064.27,104,High
Gunar Cockshoot,Australia,99% Dark & Pure,18/08/2024,8861.83,226,High
Kaine Padly,USA,85% Dark Bars,22/06/2024,564.67,256,Low
Camilla Castle,UK,Peanut Butter Cubes,19/07/2024,5267.69,120,High
Madelene Upcott,UK,Peanut Butter Cubes,12/08/2024,8698.47,89,High
Madelene Upcott,USA,Choco Coated Almonds,07/06/2024,6025.6,137,High
Marney O'Breen,Canada,Peanut Butter Cubes,08/03/2024,7032.54,87,High
Ches Bonnell,Australia,Choco Coated Almonds,08/04/2024,1572.79,176,Low
Curtice Advani,Canada,Eclairs,06/05/2024,857.34,197,Low
Roddy Speechley,India,Drinking Coco,31/05/2024,4899.47,11,Low
Van Tuxwell,Australia,Mint Chip Choco,13/01/2024,2924.06,295,Low
Dennison Crosswaite,USA,70% Dark Bites,15/03/2024,730.06,78,Low
Andria Kimpton,Canada,Peanut Butter Cubes,16/02/2024,1348.05,332,Low
Gigi Bohling,USA,70% Dark Bites,14/01/2024,8561.59,204,High
Rafaelita Blaksland,Australia,White Choc,21/03/2024,7326.91,102,High
Roddy Speechley,Canada,Drinking Coco,17/05/2024,8196.93,340,High
Camilla Castle,New Zealand,85% Dark Bars,08/08/2024,17841.92,53,High
Madelene Upcott,Canada,Milk Bars,26/04/2024,4285.13,87,Low
